date,country,count
2017-05-02,other,2146
2017-05-03,CH,118
2017-05-03,US,1912
2017-05-03,other,1342
2017-05-04,CH,181
2017-05-04,US,1452
2017-05-04,other,1498
2017-05-05,CH,132
2017-05-05,US,1368
2017-05-05,other,4029
2017-05-06,CH,2
2017-05-06,US,812
2017-05-06,other,1167
2017-05-07,CH,6
2017-05-07,US,703
2017-05-07,other,1283
2017-05-08,CH,342
2017-05-08,US,1332
2017-05-08,other,2661
2017-05-09,CH,99
2017-05-09,US,2052
2017-05-09,other,2713
2017-05-10,CH,178
2017-05-10,US,1324
2017-05-10,other,1477
2017-05-11,CH,38
2017-05-11,US,966
2017-05-11,other,508
2017-05-12,CH,133
2017-05-12,US,1763
2017-05-12,other,2262
2017-05-13,CH,6
2017-05-13,US,1505
2017-05-13,other,831
2017-05-14,CH,79
2017-05-14,US,5508
2017-05-14,other,762
2017-05-15,CH,45
2017-05-15,US,2612
2017-05-15,other,2945
2017-05-16,CH,191
2017-05-16,US,8770
2017-05-16,other,3618
2017-05-17,CH,85
2017-05-17,US,6511
2017-05-17,other,2746
2017-05-18,CH,167
2017-05-18,US,3693
2017-05-18,other,3220
2017-05-19,CH,161
2017-05-19,US,2249
2017-05-19,other,32273
2017-05-20,CH,45
2017-05-20,US,811
2017-05-20,other,1087
2017-05-21,CH,38
2017-05-21,US,470
2017-05-21,other,923
2017-05-22,CH,177
2017-05-22,US,2578
2017-05-22,other,4574
2017-05-23,CH,287
2017-05-23,US,2504
2017-05-23,other,1281
2017-05-24,CH,317
2017-05-24,US,1689
2017-05-24,other,991
2017-05-25,CH,233
2017-05-25,US,2627
2017-05-25,other,1541
2017-05-26,CH,958
2017-05-26,US,2742
2017-05-26,other,7475
2017-05-27,CH,189
2017-05-27,US,1077
2017-05-27,other,1879
2017-05-28,CH,122
2017-05-28,US,743
2017-05-28,other,1108
2017-05-29,CH,385
2017-05-29,US,938
2017-05-29,other,4068
2017-05-30,CH,161
2017-05-30,US,2501
2017-05-30,other,2403
2017-05-31,CH,143
2017-05-31,US,2427
2017-05-31,other,2856
2017-06-01,CH,199
2017-06-01,US,2437
2017-06-01,other,2055
2017-06-02,CH,249
2017-06-02,US,2883
2017-06-02,other,1561
2017-06-03,CH,45
2017-06-03,US,489
2017-06-03,other,559
2017-06-04,CH,46
2017-06-04,US,543
2017-06-04,other,546
2017-06-05,CH,105
2017-06-05,US,1761
2017-06-05,other,1168
2017-06-06,CH,315
2017-06-06,US,1480
2017-06-06,other,1751
2017-06-07,CH,110
2017-06-07,US,1918
2017-06-07,other,2325
2017-06-08,CH,159
2017-06-08,US,2742
2017-06-08,other,2412
2017-06-09,CH,183
2017-06-09,US,2871
2017-06-09,other,3466
2017-06-10,CH,61
2017-06-10,US,670
2017-06-10,other,1232
2017-06-11,CH,72
2017-06-11,US,596
2017-06-11,other,1399
2017-06-12,CH,178
2017-06-12,US,2000
2017-06-12,other,1943
2017-06-13,CH,250
2017-06-13,US,2692
2017-06-13,other,2368
2017-06-14,CH,215
2017-06-14,US,3240
2017-06-14,other,1542
2017-06-15,CH,315
2017-06-15,US,2328
2017-06-15,other,2003
2017-06-16,CH,157
2017-06-16,US,2087
2017-06-16,other,1062
2017-06-17,CH,59
2017-06-17,US,1237
2017-06-17,other,499
2017-06-18,CH,63
2017-06-18,US,333
2017-06-18,other,595
2017-06-19,CH,360
2017-06-19,US,2295
2017-06-19,other,1667
2017-06-20,CH,268
2017-06-20,US,1681
2017-06-20,other,1752
2017-06-21,CH,336
2017-06-21,US,2129
2017-06-21,other,1015
2017-06-22,CH,183
2017-06-22,US,4931
2017-06-22,other,2056
2017-06-23,CH,220
2017-06-23,US,2910
2017-06-23,other,1471
2017-06-24,CH,811
2017-06-24,US,1875
2017-06-24,other,467
2017-06-25,CH,149
2017-06-25,US,657
2017-06-25,other,753
2017-06-26,CH,1614
2017-06-26,US,3766
2017-06-26,other,2691
2017-06-27,CH,175
2017-06-27,US,2428
2017-06-27,other,1580
2017-06-28,CH,901
2017-06-28,US,1894
2017-06-28,other,1286
2017-06-29,CH,1347
2017-06-29,US,2006
2017-06-29,other,1385
2017-06-30,CH,567
2017-06-30,US,1782
2017-06-30,other,2439
2017-07-01,CH,216
2017-07-01,US,1087
2017-07-01,other,519
2017-07-02,CH,171
2017-07-02,US,750
2017-07-02,other,902
2017-07-03,CH,329
2017-07-03,US,2395
2017-07-03,other,1742
2017-07-04,CH,271
2017-07-04,US,892
2017-07-04,other,2158
2017-07-05,CH,525
2017-07-05,US,1560
2017-07-05,other,1891
2017-07-06,CH,464
2017-07-06,US,3702
2017-07-06,other,2236
2017-07-07,CH,957
2017-07-07,US,1604
2017-07-07,other,4194
2017-07-08,CH,317
2017-07-08,US,458
2017-07-08,other,1065
2017-07-09,CH,212
2017-07-09,US,249
2017-07-09,other,941
2017-07-10,CH,781
2017-07-10,US,2232
2017-07-10,other,1426
2017-07-11,CH,767
2017-07-11,US,4839
2017-07-11,other,1660
2017-07-12,CH,701
2017-07-12,US,3121
2017-07-12,other,1735
2017-07-13,CH,680
2017-07-13,US,3181
2017-07-13,other,2421
2017-07-14,CH,748
2017-07-14,US,1854
2017-07-14,other,2084
2017-07-15,CH,205
2017-07-15,US,742
2017-07-15,other,559
2017-07-16,CH,248
2017-07-16,US,516
2017-07-16,other,393
2017-07-17,CH,326
2017-07-17,US,2092
2017-07-17,other,1253
2017-07-18,CH,529
2017-07-18,US,2827
2017-07-18,other,1594
2017-07-19,CH,261
2017-07-19,US,2876
2017-07-19,other,1469
2017-07-20,CH,733
2017-07-20,US,3609
2017-07-20,other,1643
2017-07-21,CH,242
2017-07-21,US,1973
2017-07-21,other,1417
2017-07-22,CH,302
2017-07-22,US,1082
2017-07-22,other,472
2017-07-23,CH,217
2017-07-23,US,848
2017-07-23,other,492
2017-07-24,CH,1377
2017-07-24,US,2423
2017-07-24,other,1424
2017-07-25,CH,419
2017-07-25,US,3471
2017-07-25,other,2096
2017-07-26,CH,288
2017-07-26,US,2679
2017-07-26,other,1573
2017-07-27,CH,240
2017-07-27,US,3425
2017-07-27,other,1222
2017-07-28,CH,941
2017-07-28,US,2644
2017-07-28,other,1828
2017-07-29,CH,357
2017-07-29,US,1550
2017-07-29,other,471
2017-07-30,CH,182
2017-07-30,US,523
2017-07-30,other,374
2017-07-31,CH,961
2017-07-31,US,1516
2017-07-31,other,2571
2017-08-01,CH,885
2017-08-01,US,3321
2017-08-01,other,1949
2017-08-02,CH,338
2017-08-02,US,2639
2017-08-02,other,2279
2017-08-03,CH,582
2017-08-03,US,3153
2017-08-03,other,3785
2017-08-04,CH,680
2017-08-04,US,4794
2017-08-04,other,1641
2017-08-05,CH,110
2017-08-05,US,667
2017-08-05,other,1079
2017-08-06,CH,152
2017-08-06,US,1012
2017-08-06,other,844
2017-08-07,CH,301
2017-08-07,US,2425
2017-08-07,other,1892
2017-08-08,CH,228
2017-08-08,US,4833
2017-08-08,other,2044
2017-08-09,CH,153
2017-08-09,US,3860
2017-08-09,other,1837
2017-08-10,CH,239
2017-08-10,US,3406
2017-08-10,other,1908
2017-08-11,CH,649
2017-08-11,US,3274
2017-08-11,other,1360
2017-08-12,CH,116
2017-08-12,US,1165
2017-08-12,other,303
2017-08-13,CH,114
2017-08-13,US,801
2017-08-13,other,236
2017-08-14,CH,356
2017-08-14,US,1772
2017-08-14,other,1235
2017-08-15,CH,337
2017-08-15,US,3568
2017-08-15,other,1669
2017-08-16,CH,561
2017-08-16,US,6484
2017-08-16,other,1525
2017-08-17,CH,486
2017-08-17,US,10309
2017-08-17,other,2401
2017-08-18,CH,269
2017-08-18,US,2440
2017-08-18,other,1663
2017-08-19,CH,112
2017-08-19,US,1357
2017-08-19,other,224
2017-08-20,CH,293
2017-08-20,US,1639
2017-08-20,other,481
2017-08-21,CH,335
2017-08-21,US,3216
2017-08-21,other,1737
2017-08-22,CH,368
2017-08-22,US,6020
2017-08-22,other,1129
2017-08-23,CH,381
2017-08-23,US,3308
2017-08-23,other,978
2017-08-24,CH,567
2017-08-24,US,2669
2017-08-24,other,1547
2017-08-25,CH,597
2017-08-25,US,5552
2017-08-25,other,1607
2017-08-26,CH,93
2017-08-26,US,2519
2017-08-26,other,350
2017-08-27,CH,114
2017-08-27,US,2018
2017-08-27,other,320
2017-08-28,CH,897
2017-08-28,US,3675
2017-08-28,other,1990
2017-08-29,CH,443
2017-08-29,US,3363
2017-08-29,other,934
2017-08-30,CH,217
2017-08-30,US,3917
2017-08-30,other,1612
2017-08-31,CH,340
2017-08-31,US,2266
2017-08-31,other,1709
2017-09-01,CH,283
2017-09-01,US,2706
2017-09-01,other,1398
2017-09-02,CH,117
2017-09-02,US,1010
2017-09-02,other,262
2017-09-03,CH,154
2017-09-03,US,725
2017-09-03,other,307
2017-09-04,CH,160
2017-09-04,US,977
2017-09-04,other,1450
2017-09-05,CH,98
2017-09-05,US,3790
2017-09-05,other,1243
2017-09-06,CH,173
2017-09-06,US,6145
2017-09-06,other,1921
2017-09-07,CH,140
2017-09-07,US,3668
2017-09-07,other,3166
2017-09-08,CH,88
2017-09-08,US,1662
2017-09-08,other,1810
2017-09-09,CH,63
2017-09-09,US,1804
2017-09-09,other,3981
2017-09-10,CH,139
2017-09-10,US,2386
2017-09-10,other,973
2017-09-11,CH,138
2017-09-11,US,1832
2017-09-11,other,1345
2017-09-12,CH,345
2017-09-12,US,2993
2017-09-12,other,1736
2017-09-13,CH,192
2017-09-13,US,4080
2017-09-13,other,1440
2017-09-14,CH,347
2017-09-14,US,3173
2017-09-14,other,1224
2017-09-15,CH,94
2017-09-15,US,2305
2017-09-15,other,2307
2017-09-16,CH,108
2017-09-16,US,1998
2017-09-16,other,370
2017-09-17,CH,131
2017-09-17,US,941
2017-09-17,other,513
2017-09-18,CH,233
2017-09-18,US,3160
2017-09-18,other,2120
2017-09-19,CH,689
2017-09-19,US,4506
2017-09-19,other,1723
2017-09-20,CH,330
2017-09-20,US,3457
2017-09-20,other,2829
2017-09-21,CH,272
2017-09-21,US,2585
2017-09-21,other,4992
2017-09-22,CH,281
2017-09-22,US,2330
2017-09-22,other,2675
2017-09-23,CH,130
2017-09-23,US,1236
2017-09-23,other,1310
2017-09-24,CH,179
2017-09-24,US,775
2017-09-24,other,954
2017-09-25,CH,472
2017-09-25,US,2964
2017-09-25,other,1726
2017-09-26,CH,331
2017-09-26,US,2622
2017-09-26,other,1515
2017-09-27,CH,543
2017-09-27,US,1882
2017-09-27,other,1405
2017-09-28,CH,269
2017-09-28,US,2590
2017-09-28,other,1247
2017-09-29,CH,256
2017-09-29,US,2832
2017-09-29,other,1846
2017-09-30,CH,133
2017-09-30,US,1730
2017-09-30,other,1151
2017-10-01,CH,154
2017-10-01,US,2414
2017-10-01,other,888
2017-10-02,CH,238
2017-10-02,US,5333
2017-10-02,other,16129
2017-10-03,CH,531
2017-10-03,US,3232
2017-10-03,other,1264
2017-10-04,CH,855
2017-10-04,US,5733
2017-10-04,other,3161
2017-10-05,CH,398
2017-10-05,US,2709
2017-10-05,other,4288
2017-10-06,CH,564
2017-10-06,US,3614
2017-10-06,other,1601
2017-10-07,CH,137
2017-10-07,US,1984
2017-10-07,other,1143
2017-10-08,CH,189
2017-10-08,US,602
2017-10-08,other,880
2017-10-09,CH,255
2017-10-09,US,3507
2017-10-09,other,1576
2017-10-10,CH,652
2017-10-10,US,2762
2017-10-10,other,2005
2017-10-11,CH,714
2017-10-11,US,6331
2017-10-11,other,1572
2017-10-12,CH,188
2017-10-12,US,6151
2017-10-12,other,814
2017-10-13,CH,183
2017-10-13,US,8110
2017-10-13,other,1034
2017-10-14,CH,101
2017-10-14,US,1439
2017-10-14,other,467
2017-10-15,CH,147
2017-10-15,US,1056
2017-10-15,other,579
2017-10-16,CH,205
2017-10-16,US,1865
2017-10-16,other,1186
2017-10-17,CH,144
2017-10-17,US,2106
2017-10-17,other,795
2017-10-18,CH,306
2017-10-18,US,2539
2017-10-18,other,958
2017-10-19,CH,343
2017-10-19,US,2931
2017-10-19,other,1771
2017-10-20,CH,201
2017-10-20,US,1444
2017-10-20,other,1517
2017-10-21,CH,100
2017-10-21,US,1066
2017-10-21,other,373
2017-10-22,CH,86
2017-10-22,US,1356
2017-10-22,other,255
2017-10-23,CH,167
2017-10-23,US,2399
2017-10-23,other,1365
2017-10-24,CH,174
2017-10-24,US,3133
2017-10-24,other,1263
2017-10-25,CH,308
2017-10-25,US,2686
2017-10-25,other,1461
2017-10-26,CH,222
2017-10-26,US,3724
2017-10-26,other,945
2017-10-27,CH,276
2017-10-27,US,2080
2017-10-27,other,1156
2017-10-28,CH,222
2017-10-28,US,1306
2017-10-28,other,677
2017-10-29,CH,169
2017-10-29,US,627
2017-10-29,other,400
2017-10-30,CH,959
2017-10-30,US,2119
2017-10-30,other,1339
2017-10-31,CH,892
2017-10-31,US,1850
2017-10-31,other,1455
2017-11-01,CH,367
2017-11-01,US,2043
2017-11-01,other,1203
2017-11-02,CH,621
2017-11-02,US,1925
2017-11-02,other,1131
2017-11-03,CH,635
2017-11-03,US,2180
2017-11-03,other,794
2017-11-04,CH,263
2017-11-04,US,920
2017-11-04,other,531
2017-11-05,CH,163
2017-11-05,US,680
2017-11-05,other,628
2017-11-06,CH,392
2017-11-06,US,2985
2017-11-06,other,1246
2017-11-07,CH,487
2017-11-07,US,3612
2017-11-07,other,2108
2017-11-08,CH,186
2017-11-08,US,7626
2017-11-08,other,1946
2017-11-09,CH,400
2017-11-09,US,8162
2017-11-09,other,1144
2017-11-10,CH,300
2017-11-10,US,11839
2017-11-10,other,1419
2017-11-11,CH,131
2017-11-11,US,8868
2017-11-11,other,835
2017-11-12,CH,126
2017-11-12,US,6237
2017-11-12,other,598
2017-11-13,CH,183
2017-11-13,US,5232
2017-11-13,other,1222
2017-11-14,CH,209
2017-11-14,US,2213
2017-11-14,other,894
2017-11-15,CH,264
2017-11-15,US,903
2017-11-15,other,917
2017-11-16,CH,188
2017-11-16,US,1758
2017-11-16,other,1007
2017-11-17,CH,204
2017-11-17,US,1095
2017-11-17,other,703
2017-11-18,CH,191
2017-11-18,US,1850
2017-11-18,other,622
2017-11-19,CH,163
2017-11-19,US,641
2017-11-19,other,388
2017-11-20,CH,296
2017-11-20,US,1365
2017-11-20,other,773
2017-11-21,CH,186
2017-11-21,US,1362
2017-11-21,other,671
2017-11-22,CH,414
2017-11-22,US,1356
2017-11-22,other,864
2017-11-23,CH,1124
2017-11-23,US,648
2017-11-23,other,1036
2017-11-24,CH,377
2017-11-24,US,880
2017-11-24,other,1221
2017-11-25,CH,166
2017-11-25,US,591
2017-11-25,other,468
2017-11-26,CH,216
2017-11-26,US,366
2017-11-26,other,478
2017-11-27,CH,400
2017-11-27,US,1094
2017-11-27,other,775
2017-11-28,CH,300
2017-11-28,US,1981
2017-11-28,other,651
2017-11-29,CH,366
2017-11-29,US,1375
2017-11-29,other,876
2017-11-30,CH,319
2017-11-30,US,2020
2017-11-30,other,314
2017-12-01,CH,151
2017-12-01,US,2607
2017-12-01,other,554
2017-12-02,CH,149
2017-12-02,US,843
2017-12-02,other,570
2017-12-03,CH,139
2017-12-03,US,451
2017-12-03,other,398
2017-12-04,CH,260
2017-12-04,US,2550
2017-12-04,other,701
2017-12-05,CH,235
2017-12-05,US,1034
2017-12-05,other,655
2017-12-06,CH,336
2017-12-06,US,2197
2017-12-06,other,649
2017-12-07,CH,344
2017-12-07,US,3192
2017-12-07,other,4335
2017-12-08,CH,197
2017-12-08,US,1631
2017-12-08,other,1236
2017-12-09,CH,184
2017-12-09,US,1178
2017-12-09,other,1332
2017-12-10,CH,134
2017-12-10,US,1217
2017-12-10,other,1283
2017-12-11,CH,200
2017-12-11,US,1635
2017-12-11,other,1395
2017-12-12,CH,193
2017-12-12,US,1358
2017-12-12,other,1410
2017-12-13,CH,338
2017-12-13,US,2872
2017-12-13,other,2413
2017-12-14,CH,184
2017-12-14,US,1949
2017-12-14,other,2935
2017-12-15,CH,337
2017-12-15,US,1498
2017-12-15,other,2974
2017-12-16,CH,162
2017-12-16,US,693
2017-12-16,other,4511
2017-12-17,CH,126
2017-12-17,US,1130
2017-12-17,other,4621
2017-12-18,CH,168
2017-12-18,US,2166
2017-12-18,other,3704
2017-12-19,CH,116
2017-12-19,US,1694
2017-12-19,other,2081
2017-12-20,CH,145
2017-12-20,US,1604
2017-12-20,other,1251
2017-12-21,CH,169
2017-12-21,US,1732
2017-12-21,other,664
2017-12-22,CH,190
2017-12-22,US,1631
2017-12-22,other,927
2017-12-23,CH,125
2017-12-23,US,1248
2017-12-23,other,311
2017-12-24,CH,119
2017-12-24,US,427
2017-12-24,other,502
2017-12-25,CH,117
2017-12-25,US,1124
2017-12-25,other,756
2017-12-26,CH,118
2017-12-26,US,983
2017-12-26,other,859
2017-12-27,CH,117
2017-12-27,US,2536
2017-12-27,other,1437
2017-12-28,CH,90
2017-12-28,US,1600
2017-12-28,other,650
2017-12-29,CH,87
2017-12-29,US,1472
2017-12-29,other,675
2017-12-30,CH,86
2017-12-30,US,378
2017-12-30,other,404
2017-12-31,CH,126
2017-12-31,US,1117
2017-12-31,other,863
2018-01-01,CH,103
2018-01-01,US,658
2018-01-01,other,430
2018-01-02,CH,89
2018-01-02,US,2586
2018-01-02,other,953
2018-01-03,CH,89
2018-01-03,US,2768
2018-01-03,other,1992
2018-01-04,CH,88
2018-01-04,US,2315
2018-01-04,other,1432
2018-01-05,CH,93
2018-01-05,US,3523
2018-01-05,other,1453
2018-01-06,CH,132
2018-01-06,US,1077
2018-01-06,other,2791
2018-01-07,CH,120
2018-01-07,US,564
2018-01-07,other,3022
2018-01-08,CH,146
2018-01-08,US,1948
2018-01-08,other,2664
2018-01-09,CH,142
2018-01-09,US,2405
2018-01-09,other,3490
2018-01-10,CH,255
2018-01-10,US,1406
2018-01-10,other,2743
2018-01-11,CH,108
2018-01-11,US,2060
2018-01-11,other,2273
2018-01-12,CH,205
2018-01-12,US,1191
2018-01-12,other,1026
2018-01-13,CH,93
2018-01-13,US,1296
2018-01-13,other,676
2018-01-14,CH,109
2018-01-14,US,710
2018-01-14,other,3362
2018-01-15,CH,482
2018-01-15,US,1373
2018-01-15,other,1418
2018-01-16,CH,350
2018-01-16,US,1395
2018-01-16,other,756
2018-01-17,CH,137
2018-01-17,US,1970
2018-01-17,other,954
2018-01-18,CH,179
2018-01-18,US,2081
2018-01-18,other,2356
2018-01-19,CH,307
2018-01-19,US,2856
2018-01-19,other,2545
2018-01-20,CH,146
2018-01-20,US,2602
2018-01-20,other,1248
2018-01-21,CH,188
2018-01-21,US,4023
2018-01-21,other,4842
2018-01-22,CH,124
2018-01-22,US,3620
2018-01-22,other,3089
2018-01-23,CH,133
2018-01-23,US,4080
2018-01-23,other,1406
2018-01-24,CH,105
2018-01-24,US,2178
2018-01-24,other,3381
2018-01-25,CH,172
2018-01-25,US,2337
2018-01-25,other,3677
2018-01-26,CH,92
2018-01-26,US,2662
2018-01-26,other,2739
2018-01-27,CH,144
2018-01-27,US,5393
2018-01-27,other,998
2018-01-28,CH,120
2018-01-28,US,2425
2018-01-28,other,946
2018-01-29,CH,191
2018-01-29,US,3431
2018-01-29,other,1579
2018-01-30,CH,932
2018-01-30,US,11482
2018-01-30,other,1040
2018-01-31,CH,456
2018-01-31,US,5536
2018-01-31,other,1241
2018-02-01,CH,1349
2018-02-01,US,3061
2018-02-01,other,1851
2018-02-02,CH,150
2018-02-02,US,2915
2018-02-02,other,1312
2018-02-03,CH,64
2018-02-03,US,1721
2018-02-03,other,1074
2018-02-04,CH,85
2018-02-04,US,1714
2018-02-04,other,2574
2018-02-05,CH,199
2018-02-05,US,1913
2018-02-05,other,1914
2018-02-06,CH,147
2018-02-06,US,2050
2018-02-06,other,1639
2018-02-07,CH,173
2018-02-07,US,2616
2018-02-07,other,3090
2018-02-08,CH,114
2018-02-08,US,1603
2018-02-08,other,1006
2018-02-09,CH,108
2018-02-09,US,4396
2018-02-09,other,3024
2018-02-10,CH,143
2018-02-10,US,3616
2018-02-10,other,2908
2018-02-11,CH,88
2018-02-11,US,6722
2018-02-11,other,1544
2018-02-12,CH,214
2018-02-12,US,2885
2018-02-12,other,1100
2018-02-13,CH,237
2018-02-13,US,2593
2018-02-13,other,1073
2018-02-14,CH,585
2018-02-14,US,2144
2018-02-14,other,1313
2018-02-15,CH,183
2018-02-15,US,2101
2018-02-15,other,1054
2018-02-16,CH,313
2018-02-16,US,2199
2018-02-16,other,772
2018-02-17,CH,79
2018-02-17,US,5914
2018-02-17,other,1334
2018-02-18,CH,1347
2018-02-18,US,2480
2018-02-18,other,3292
2018-02-19,CH,231
2018-02-19,US,2443
2018-02-19,other,3887
2018-02-20,CH,225
2018-02-20,US,1965
2018-02-20,other,2536
2018-02-21,CH,441
2018-02-21,US,3400
2018-02-21,other,2706
2018-02-22,CH,461
2018-02-22,US,1756
2018-02-22,other,1671
2018-02-23,CH,1019
2018-02-23,US,3780
2018-02-23,other,1301
2018-02-24,CH,993
2018-02-24,US,2358
2018-02-24,other,3522
2018-02-25,CH,349
2018-02-25,US,1537
2018-02-25,other,10767
2018-02-26,CH,280
2018-02-26,US,1433
2018-02-26,other,5552
2018-02-27,CH,1509
2018-02-27,US,1310
2018-02-27,other,1463
2018-02-28,CH,811
2018-02-28,US,1421
2018-02-28,other,3342
2018-03-01,CH,526
2018-03-01,US,757
2018-03-01,other,2759
2018-03-02,CH,2502
2018-03-02,US,965
2018-03-02,other,722
2018-03-03,CH,222
2018-03-03,US,1767
2018-03-03,other,1292
2018-03-04,CH,104
2018-03-04,US,1751
2018-03-04,other,1189
2018-03-05,CH,267
2018-03-05,US,1664
2018-03-05,other,453
2018-03-06,CH,222
2018-03-06,US,2042
2018-03-06,other,1018
2018-03-07,CH,211
2018-03-07,US,1049
2018-03-07,other,801
2018-03-08,CH,82
2018-03-08,US,1017
2018-03-08,other,3473
2018-03-09,CH,245
2018-03-09,US,1695
2018-03-09,other,1425
2018-03-10,CH,75
2018-03-10,US,1975
2018-03-10,other,1521
2018-03-11,CH,116
2018-03-11,US,2560
2018-03-11,other,1261
2018-03-12,CH,162
2018-03-12,US,2317
2018-03-12,other,984
2018-03-13,CH,114
2018-03-13,US,1644
2018-03-13,other,748
2018-03-14,CH,302
2018-03-14,US,1180
2018-03-14,other,794
2018-03-15,CH,221
2018-03-15,US,1996
2018-03-15,other,954
2018-03-16,CH,346
2018-03-16,US,1704
2018-03-16,other,474
2018-03-17,CH,675
2018-03-17,US,2315
2018-03-17,other,1419
2018-03-18,CH,177
2018-03-18,US,1746
2018-03-18,other,753
2018-03-19,CH,176
2018-03-19,US,1855
2018-03-19,other,557
2018-03-20,CH,115
2018-03-20,US,1531
2018-03-20,other,1540
2018-03-21,CH,366
2018-03-21,US,979
2018-03-21,other,532
2018-03-22,CH,66
2018-03-22,US,1555
2018-03-22,other,662
2018-03-23,CH,142
2018-03-23,US,1178
2018-03-23,other,755
2018-03-24,CH,112
2018-03-24,US,2277
2018-03-24,other,1086
2018-03-25,CH,99
2018-03-25,US,1620
2018-03-25,other,1155
2018-03-26,CH,121
2018-03-26,US,936
2018-03-26,other,648
2018-03-27,CH,83
2018-03-27,US,1012
2018-03-27,other,313
2018-03-28,CH,294
2018-03-28,US,949
2018-03-28,other,370
2018-03-29,CH,118
2018-03-29,US,1324
2018-03-29,other,5982
2018-03-30,CH,72
2018-03-30,US,1287
2018-03-30,other,745
2018-03-31,CH,146
2018-03-31,US,1623
2018-03-31,other,1030
2018-04-01,CH,98
2018-04-01,US,1844
2018-04-01,other,525
2018-04-02,CH,94
2018-04-02,US,1492
2018-04-02,other,822
2018-04-03,CH,121
2018-04-03,US,1890
2018-04-03,other,389
2018-04-04,CH,79
2018-04-04,US,1361
2018-04-04,other,351
2018-04-05,CH,137
2018-04-05,US,2452
2018-04-05,other,3203
2018-04-06,CH,2024
2018-04-06,US,2209
2018-04-06,other,1184
2018-04-07,CH,336
2018-04-07,US,2109
2018-04-07,other,1400
2018-04-08,CH,121
2018-04-08,US,1780
2018-04-08,other,10350
2018-04-09,CH,277
2018-04-09,US,4079
2018-04-09,other,6689
2018-04-10,CH,463
2018-04-10,US,1734
2018-04-10,other,2804
2018-04-11,CH,280
2018-04-11,US,2377
2018-04-11,other,4275
2018-04-12,CH,253
2018-04-12,US,1964
2018-04-12,other,832
2018-04-13,CH,230
2018-04-13,US,6598
2018-04-13,other,1505
2018-04-14,CH,84
2018-04-14,US,2451
2018-04-14,other,631
2018-04-15,CH,93
2018-04-15,US,1850
2018-04-15,other,629
2018-04-16,CH,244
2018-04-16,US,1040
2018-04-16,other,753
2018-04-17,CH,140
2018-04-17,US,613
2018-04-17,other,555
2018-04-18,CH,122
2018-04-18,US,1081
2018-04-18,other,1551
2018-04-19,CH,109
2018-04-19,US,2232
2018-04-19,other,984
2018-04-20,CH,110
2018-04-20,US,1316
2018-04-20,other,555
2018-04-21,CH,81
2018-04-21,US,2108
2018-04-21,other,578
2018-04-22,CH,334
2018-04-22,US,2577
2018-04-22,other,816
2018-04-23,CH,101
2018-04-23,US,2469
2018-04-23,other,962
2018-04-24,CH,116
2018-04-24,US,3086
2018-04-24,other,1039
2018-04-25,CH,155
2018-04-25,US,1453
2018-04-25,other,746
2018-04-26,CH,380
2018-04-26,US,777
2018-04-26,other,2046
2018-04-27,CH,131
2018-04-27,US,987
2018-04-27,other,1201
2018-04-28,CH,105
2018-04-28,US,651
2018-04-28,other,1684
2018-04-29,CH,125
2018-04-29,US,732
2018-04-29,other,12555
2018-04-30,CH,171
2018-04-30,US,1496
2018-04-30,other,5908
2018-05-01,CH,72
2018-05-01,US,727
2018-05-01,other,4816
2018-05-02,CH,175
2018-05-02,US,941
2018-05-02,other,6955
2018-05-03,CH,129
2018-05-03,US,739
2018-05-03,other,16173
2018-05-04,CH,343
2018-05-04,US,995
2018-05-04,other,588
2018-05-05,CH,162
2018-05-05,US,881
2018-05-05,other,1183
2018-05-06,CH,101
2018-05-06,US,601
2018-05-06,other,1045
2018-05-07,CH,216
2018-05-07,US,1016
2018-05-07,other,815
2018-05-08,CH,140
2018-05-08,US,3371
2018-05-08,other,529
2018-05-09,CH,802
2018-05-09,US,1246
2018-05-09,other,1245
2018-05-10,CH,919
2018-05-10,US,1081
2018-05-10,other,1093
2018-05-11,CH,188
2018-05-11,US,1303
2018-05-11,other,854
2018-05-12,CH,149
2018-05-12,US,1137
2018-05-12,other,709
2018-05-13,CH,810
2018-05-13,US,553
2018-05-13,other,280
2018-05-14,CH,686
2018-05-14,US,1780
2018-05-14,other,635
2018-05-15,CH,309
2018-05-15,US,3636
2018-05-15,other,1743
2018-05-16,CH,385
2018-05-16,US,1405
2018-05-16,other,2540
2018-05-17,CH,211
2018-05-17,US,1129
2018-05-17,other,3946
2018-05-18,CH,138
2018-05-18,US,977
2018-05-18,other,2485
2018-05-19,CH,182
2018-05-19,US,572
2018-05-19,other,3227
2018-05-20,CH,120
2018-05-20,US,721
2018-05-20,other,4125
2018-05-21,CH,182
2018-05-21,US,1054
2018-05-21,other,619
2018-05-22,CH,67
2018-05-22,US,997
2018-05-22,other,1223
2018-05-23,CH,283
2018-05-23,US,328
2018-05-23,other,482
2018-05-24,CH,250
2018-05-24,US,1363
2018-05-24,other,1639
2018-05-25,CH,154
2018-05-25,US,1282
2018-05-25,other,2043
2018-05-26,CH,104
2018-05-26,US,678
2018-05-26,other,4143
2018-05-27,CH,137
2018-05-27,US,1936
2018-05-27,other,5290
2018-05-28,CH,115
2018-05-28,US,924
2018-05-28,other,1688
2018-05-29,CH,377
2018-05-29,US,1078
2018-05-29,other,567
2018-05-30,CH,845
2018-05-30,US,1084
2018-05-30,other,371
2018-05-31,CH,136
2018-05-31,US,1410
